Species_ID	Gene_ID	Group	Annotation
Ggal	XP_046760565.1	Fox	N/A
Oana	XP_028912611.1	Fox	Fox-K2
Clup	XP_038402133.1	Fox	N/A
Amel	XP_019662714.1	Fox	N/A
Mang	XP_045744166.1	Fox	N/A
Equa	XP_046532308.1	Fox	N/A
Ptig	XP_042846258.1	Fox	N/A
Oafe	XP_007942676.1	Fox	N/A
Casi	XP_006839645.1	Fox	N/A
Mmus	XP_011246143.1	Fox	Fox-R2
Opri	XP_058514738.1	Fox	N/A
Scar	XP_047391089.1	Fox	N/A
Ggal	XP_015137672.3	Fox	N/A
Ggal	XP_015141419.2	Fox	N/A
Ggal	XP_015144532.3	Fox	N/A
Ggal	XP_015136219.2	Fox	N/A
Cpor	XP_004999985.1	Fox	N/A
Cdid	XP_037667673.1	Sox	Sox-18
Opri	XP_004586020.2	Sox	Sox-18
Clup	XP_038427314.1	Sox	Sox-18
Scar	XP_047396502.1	Sox	Sox-18
Cpor	XP_003462830.1	Sox	Sox-18
Mjav	XP_036862488.1	Sox	Sox-18
Bmus	XP_036681681.1	Sox	Sox-18
Cdro	XP_031289217.1	Sox	Sox-18
Lcat	XP_045384104.1	Sox	Sox-18
Cimi	XP_017371142.1	Sox	Sox-18
Equa	XP_046535409.1	Sox	Sox-18
Bbub	XP_025119695.1	Sox	Sox-18
Csim	XP_004430565.1	Sox	Sox-18
Rfer	XP_032951103.1	Sox	Sox-18
Drot	XP_053783310.1	Sox	Sox-18
Pgig	XP_039720817.1	Sox	Sox-18
Ttru	XP_019806802.1	Sox	Sox-18
Pafr	XP_047626512.1	Sox	Sox-18
Mang	XP_045742130.1	Sox	Sox-18
Mmus	NP_033262.2	Sox	Sox-18
Ptig	XP_042835603.1	Sox	Sox-18
Hsap	NP_060889.1	Sox	Sox-18
Hamp	XP_057559896.1	Sox	Sox-18
Dnov	XP_058143328.1	Sox	Sox-18
Shar	XP_023350160.2	Sox	Sox-18
Oana	XP_028925867.1	Sox	Sox-18
Mdom	XP_007475557.3	Sox	Sox-18
Ggal	NP_989640.1	Sox	Sox-18
Ggal	XP_040551910.1	Sox	Sox-17
Opri	XP_004580649.2	Sox	Sox-17
Ggal	NP_001034415.2	Sox	Sox-17
Mdom	XP_001379706.1	Sox	Sox-17
Cdid	XP_037658799.1	Sox	Sox-17
Lcat	XP_045416951.1	Sox	Sox-17
Mmus	NP_001276393.1	Sox	Sox-17
Tman	XP_004372647.1	Sox	Sox-17
Rfer	XP_032981648.1	Sox	Sox-17
Cpor	XP_005002064.1	Sox	Sox-17
Oafe	XP_007950410.1	Sox	Sox-17
Oana	XP_028925260.1	Sox	Sox-17
Mdom	XP_001368625.2	Sox	Sox-17
Amel	XP_002925690.2	Sox	Sox-17
Scar	XP_047417202.1	Sox	Sox-17
Hsap	NP_071899.1	Sox	Sox-17
Cimi	XP_017387282.1	Sox	Sox-17
Mjav	XP_036855229.1	Sox	Sox-17
Shar	XP_003759826.2	Sox	Sox-17
Bbub	XP_025121191.1	Sox	Sox-17
Casi	XP_006871910.1	Sox	Sox-17
Shar	XP_031802254.1	Sox	Sox-17
Clup	XP_038435168.1	Sox	Sox-17
Csim	XP_004435766.1	Sox	Sox-17
Emax	XP_049716401.1	Sox	Sox-17
Cdro	XP_010987841.2	Sox	Sox-17
Ptig	XP_042829097.1	Sox	Sox-17
Bmus	XP_036685683.1	Sox	Sox-17
Pgig	XP_039724865.1	Sox	Sox-17
Mang	XP_045752504.1	Sox	Sox-17
Pafr	XP_047639872.1	Sox	Sox-17
Hamp	XP_057592218.1	Sox	Sox-17
Equa	XP_046498273.1	Sox	Sox-17
Dnov	XP_058131520.1	Sox	Sox-17
Drot	XP_024434049.3	Sox	Sox-17
Ttru	XP_019780997.1	Sox	Sox-17
Oana	XP_028909114.1	Sox	Sox-7
Bbub	XP_006064379.2	Sox	Sox-7
Csim	XP_014645382.1	Sox	Sox-7
Mdom	XP_001373591.1	Sox	Sox-7
Casi	XP_006864394.1	Sox	Sox-7
Ptig	XP_042839510.1	Sox	Sox-7
Tman	XP_004382257.1	Sox	Sox-7
Clup	XP_038429590.1	Sox	Sox-7
Pgig	XP_039731999.1	Sox	Sox-7
Ggal	XP_046795199.1	Sox	Sox-7
Cimi	XP_017395944.1	Sox	Sox-7
Mmus	NP_035576.1	Sox	Sox-7
Emax	XP_049722562.1	Sox	Sox-7
Amel	XP_011214939.2	Sox	Sox-7
Rfer	XP_032989201.1	Sox	Sox-7
Equa	XP_046512534.1	Sox	Sox-7
Ttru	XP_033713462.1	Sox	Sox-7
Cpor	XP_003479745.1	Sox	Sox-7
Shar	XP_003758123.1	Sox	Sox-7
Cdid	XP_037668898.1	Sox	Sox-7
Hamp	XP_057576011.1	Sox	Sox-7
Bmus	XP_036712190.1	Sox	Sox-7
Scar	XP_047405527.1	Sox	Sox-7
Drot	XP_053767954.1	Sox	Sox-7
Pafr	XP_047615897.1	Sox	Sox-7
Hsap	NP_113627.1	Sox	Sox-7
Mang	XP_045736052.1	Sox	Sox-7
Dnov	XP_058144023.1	Sox	Sox-7
Cdro	XP_031297983.1	Sox	Sox-7
Lcat	XP_045391548.1	Sox	Sox-7
Opri	XP_004579156.2	Sox	Sox-7
Oafe	XP_007936906.1	Sox	Sox-7
Mjav	XP_036854859.1	Sox	Sox-7
Pafr	XP_047609577.1	Sox	Sox-30
Ptig	XP_007077656.3	Sox	Sox-30
Bmus	XP_036704125.1	Sox	Sox-30
Oana	XP_039766108.1	Sox	Sox-30
Cimi	XP_017372578.1	Sox	Sox-30
Oafe	XP_007948121.1	Sox	Sox-30
Cdro	XP_031305277.1	Sox	Sox-30
Emax	XP_049730174.1	Sox	Sox-30
Hamp	XP_057558120.1	Sox	Sox-30
Lcat	XP_045408644.1	Sox	Sox-30
Shar	XP_031809461.1	Sox	Sox-30
Bbub	XP_006058618.4	Sox	Sox-30
Drot	XP_024432555.2	Sox	Sox-30
Clup	XP_038390830.1	Sox	Sox-30
Cpor	XP_003473352.1	Sox	Sox-30
Ttru	XP_019780387.1	Sox	Sox-30
Opri	XP_004587550.2	Sox	Sox-30
Mdom	XP_001379720.1	Sox	Sox-30
Equa	XP_046521338.1	Sox	Sox-30
Csim	XP_004428646.1	Sox	Sox-30
Cdid	XP_037655441.1	Sox	Sox-30
Ggal	XP_414564.1	Sox	Sox-30
Dnov	XP_058162315.1	Sox	Sox-30
Scar	XP_047412799.1	Sox	Sox-30
Mmus	NP_775560.1	Sox	Sox-30
Amel	XP_019650665.2	Sox	Sox-30
Pgig	XP_039732492.1	Sox	Sox-30
Mjav	XP_036881068.1	Sox	Sox-30
Mang	XP_045743539.1	Sox	Sox-30
Rfer	XP_032952708.1	Sox	Sox-30
Tman	XP_004371314.1	Sox	Sox-30
Hsap	NP_848511.1	Sox	Sox-30
Casi	XP_006863994.1	Sox	Sox-30
Amel	XP_034508949.1	Sox	Sox-30
Scar	XP_047389638.1	Sox	Sox-8
Bmus	XP_036681892.1	Sox	Sox-8
Pafr	XP_047635134.1	Sox	Sox-8
Drot	XP_024409185.2	Sox	Sox-8
Mjav	XP_017502547.2	Sox	Sox-8
Clup	XP_038394815.1	Sox	Sox-8
Rfer	XP_032957935.1	Sox	Sox-8
Equa	XP_046523802.1	Sox	Sox-8
Amel	XP_034525488.1	Sox	Sox-8
Cimi	XP_017366444.1	Sox	Sox-8
Csim	XP_004438275.1	Sox	Sox-8
Bbub	XP_025130606.3	Sox	Sox-8
Lcat	XP_045397007.1	Sox	Sox-8
Hamp	XP_057551434.1	Sox	Sox-8
Pgig	XP_039740781.1	Sox	Sox-8
Hsap	NP_055402.2	Sox	Sox-8
Mang	XP_045730580.1	Sox	Sox-8
Cdro	XP_010989436.2	Sox	Sox-8
Ptig	XP_042827523.1	Sox	Sox-8
Ttru	XP_033696379.1	Sox	Sox-8
Bmus	XP_036722097.1	Sox	N/A
Ttru	XP_019791993.1	Sox	N/A
Oana	XP_028908350.1	Sox	Sox-4
Opri	XP_058523457.1	Sox	Sox-4
Ggal	NP_989815.2	Sox	Sox-4
Casi	XP_006860848.1	Sox	Sox-4
Lcat	XP_045407834.1	Sox	Sox-4
Ttru	XP_033719780.1	Sox	Sox-4
Cpor	XP_003468908.2	Sox	Sox-4
Mdom	XP_007487941.1	Sox	Sox-4
Scar	XP_047414294.1	Sox	Sox-4
Hsap	NP_003098.1	Sox	Sox-4
Bbub	XP_025121975.3	Sox	Sox-4
Hamp	XP_057555091.1	Sox	Sox-4
Mmus	NP_033264.2	Sox	Sox-4
Drot	XP_053776704.1	Sox	Sox-4
Oafe	XP_007950280.1	Sox	Sox-4
Dnov	XP_012385001.3	Sox	Sox-4
Clup	XP_038440195.1	Sox	Sox-4
Equa	XP_046497050.1	Sox	Sox-4
Amel	XP_034516148.1	Sox	Sox-4
Cdro	XP_031290990.1	Sox	Sox-4
Emax	XP_049732340.1	Sox	Sox-4
Csim	XP_004432138.1	Sox	Sox-4
Mjav	XP_036850086.1	Sox	Sox-4
Pgig	XP_039722376.1	Sox	Sox-4
Ptig	XP_042841543.1	Sox	Sox-4
Bmus	XP_036725088.1	Sox	Sox-4
Tman	XP_023594118.1	Sox	Sox-4
Pafr	XP_047651758.1	Sox	Sox-4
Mang	XP_045722257.1	Sox	Sox-4
Rfer	XP_032971451.1	Sox	Sox-4
Cdid	XP_037700378.1	Sox	Sox-4
Cimi	XP_017399572.1	Sox	Sox-4
Shar	XP_031802646.1	Sox	Sox-4
Shar	XP_003775357.4	Sox	Sox-15
Dnov	XP_004468798.1	Sox	Sox-15
Mdom	XP_056673573.1	Sox	Sox-15
Oana	XP_039766818.1	Sox	Sox-15
Clup	XP_038392636.1	Sox	Sox-15
Mjav	XP_017527261.1	Sox	Sox-15
Cdid	XP_037664941.1	Sox	Sox-15
Pgig	XP_039703166.1	Sox	Sox-15
Pafr	XP_047613485.1	Sox	Sox-15
Bmus	XP_036692236.1	Sox	Sox-15
Ttru	XP_033704061.1	Sox	Sox-15
Emax	XP_049714749.1	Sox	Sox-15
Opri	XP_004594843.2	Sox	Sox-15
Cpor	XP_003466299.1	Sox	Sox-15
Rfer	XP_032947056.1	Sox	Sox-15
Cimi	XP_037595583.1	Sox	Sox-15
Hamp	XP_057571542.1	Sox	Sox-15
Equa	XP_046531541.1	Sox	Sox-15
Ptig	XP_042823564.1	Sox	Sox-15
Lcat	XP_045426075.1	Sox	Sox-15
Cdro	XP_031323594.1	Sox	Sox-15
Mang	XP_045746055.1	Sox	Sox-15
Drot	XP_024420518.1	Sox	Sox-15
Tman	XP_004376270.1	Sox	Sox-15
Bbub	XP_006062923.4	Sox	Sox-15
Hsap	NP_008873.1	Sox	Sox-15
Oafe	XP_007950453.1	Sox	Sox-15
Scar	XP_047400352.1	Sox	Sox-15
Mmus	NP_033261.1	Sox	Sox-15
Csim	XP_004433180.1	Sox	Sox-15
Amel	XP_019660673.2	Sox	Sox-15
Casi	XP_006863559.1	Sox	Sox-15
Rfer	XP_032974648.1	Sox	N/A
Pgig	XP_039738421.1	Sox	N/A
Dnov	XP_058138887.1	Sox	N/A
Drot	XP_024431130.1	Sox	N/A
Ggal	XP_015151955.3	Sox	Sox-12
Equa	XP_046533915.1	Sox	Sox-12
Emax	XP_049725681.1	Sox	Sox-12
Rfer	XP_032951289.1	Sox	Sox-12
Cpor	XP_005006612.1	Sox	Sox-12
Bmus	XP_036683115.1	Sox	Sox-12
Tman	XP_004370660.1	Sox	Sox-12
Bbub	XP_025119497.1	Sox	Sox-12
Mang	XP_045741538.1	Sox	Sox-12
Opri	XP_058535679.1	Sox	Sox-12
Cdid	XP_037667390.1	Sox	Sox-12
Pafr	XP_047627358.1	Sox	Sox-12
Mmus	NP_035568.1	Sox	Sox-12
Csim	XP_014645525.1	Sox	Sox-12
Ttru	XP_004331924.3	Sox	Sox-12
Scar	XP_047398506.1	Sox	Sox-12
Ptig	XP_042836628.1	Sox	Sox-12
Shar	XP_031810003.1	Sox	Sox-12
Pgig	XP_039719928.1	Sox	Sox-12
Casi	XP_006860781.1	Sox	Sox-12
Hsap	NP_008874.2	Sox	Sox-12
Oafe	XP_007932707.1	Sox	Sox-12
Mjav	XP_017521282.2	Sox	Sox-12
Clup	XP_038427830.1	Sox	Sox-12
Dnov	XP_058142829.1	Sox	Sox-12
Hamp	XP_057559844.1	Sox	Sox-12
Lcat	XP_045385476.1	Sox	Sox-12
Drot	XP_024415008.3	Sox	Sox-12
Cdro	XP_031289888.1	Sox	Sox-12
Cimi	XP_017370646.1	Sox	Sox-12
Mdom	XP_007474545.2	Sox	Sox-12
Oana	XP_028907426.1	Sox	Sox-11
Cdro	XP_031322369.1	Sox	Sox-11
Pafr	XP_047635202.1	Sox	Sox-11
Cdid	XP_037669298.1	Sox	Sox-11
Mdom	XP_007476236.1	Sox	Sox-11
Dnov	XP_058143908.1	Sox	Sox-11
Mang	XP_045739658.1	Sox	Sox-11
Casi	XP_006864036.1	Sox	Sox-11
Tman	XP_004373138.1	Sox	Sox-11
Hamp	XP_057599420.1	Sox	Sox-11
Pgig	XP_039710941.1	Sox	Sox-11
Cimi	XP_017397486.1	Sox	Sox-11
Lcat	XP_045404807.1	Sox	Sox-11
Emax	XP_049759749.1	Sox	Sox-11
Ptig	XP_042835747.1	Sox	Sox-11
Shar	XP_031807046.1	Sox	Sox-11
Cpor	XP_003464995.1	Sox	Sox-11
Mjav	XP_017522349.2	Sox	Sox-11
Scar	XP_047379435.1	Sox	Sox-11
Opri	XP_004582643.2	Sox	Sox-11
Clup	XP_038416510.1	Sox	Sox-11
Drot	XP_024408195.2	Sox	Sox-11
Ggal	NP_001382976.1	Sox	Sox-11
Equa	XP_046516078.1	Sox	Sox-11
Amel	XP_034515849.1	Sox	Sox-11
Hsap	NP_003099.1	Sox	Sox-11
Oafe	XP_007933317.1	Sox	Sox-11
Bmus	XP_036729557.1	Sox	Sox-11
Bbub	XP_025117398.3	Sox	Sox-11
Rfer	XP_032980233.1	Sox	Sox-11
Ttru	XP_019798147.1	Sox	Sox-11
Csim	XP_014647619.1	Sox	Sox-11
Mmus	NP_033260.4	Sox	Sox-11
Ggal	NP_989526.1	Sox	Sry
Shar	XP_023362772.2	Sox	Sox-3
Ptig	XP_042831086.1	Sox	Sox-3
Dnov	XP_058147425.1	Sox	Sox-3
Rfer	XP_032973530.1	Sox	Sox-3
Oafe	XP_007949915.1	Sox	Sox-3
Csim	XP_014651689.1	Sox	Sox-3
Drot	XP_024434131.1	Sox	Sry
Hsap	NP_003131.1	Sox	Sry
Equa	XP_046528503.1	Sox	Sox-3
Emax	XP_049728984.1	Sox	Sox-3
Opri	XP_058514980.1	Sox	Sox-3
Ttru	XP_033705620.1	Sox	Sox-3
Clup	XP_038442551.1	Sox	Sox-3
Oana	XP_001520781.2	Sox	Sry
Hsap	NP_005625.2	Sox	Sox-3
Mjav	XP_036859504.1	Sox	Sox-3
Mdom	XP_056665898.1	Sox	Sry
Emax	XP_049729443.1	Sox	Sry
Cdro	XP_031300930.1	Sox	Sox-3
Pgig	XP_039735027.1	Sox	Sry
Shar	XP_031801149.1	Sox	Sry
Lcat	XP_045393696.1	Sox	Sox-3
Cimi	XP_017374345.1	Sox	Sry
Hamp	XP_057574656.1	Sox	Sox-3
Mmus	NP_033263.2	Sox	Sox-3
Amel	XP_034504946.1	Sox	Sox-3
Cdid	XP_037678811.1	Sox	Sox-3
Bmus	XP_036696323.1	Sox	Sox-3
Ttru	XP_033706224.1	Sox	Sry
Bbub	XP_025132502.3	Sox	Sox-3
Cdid	XP_037680520.1	Sox	Sry
Cpor	XP_003464754.2	Sox	Sox-3
Scar	XP_047393176.1	Sox	Sry
Opri	XP_058515261.1	Sox	Sry
Pafr	XP_047620863.1	Sox	Sox-3
Mmus	NP_035694.1	Sox	Sry
Drot	XP_053773489.1	Sox	Sox-3
Mdom	XP_007507433.1	Sox	Sox-3
Scar	XP_047392867.1	Sox	Sox-3
Oafe	XP_007957280.1	Sox	Sry
Cimi	XP_017355427.1	Sox	Sox-3
Ttru	XP_033706225.1	Sox	Sry
Mang	XP_045726266.1	Sox	Sox-3
Casi	XP_006875033.1	Sox	Sox-3
Opri	XP_058515255.1	Sox	Sry
Mjav	XP_036857050.1	Sox	Sry
Dnov	XP_058142693.1	Sox	Sox-8
Casi	XP_006873911.1	Sox	Sox-8
Cdid	XP_037670405.1	Sox	Sox-8
Emax	XP_049759218.1	Sox	Sox-8
Tman	XP_023584110.1	Sox	Sox-8
Oafe	XP_007955685.1	Sox	Sox-8
Mjav	XP_017510601.1	Sox	N/A
Clup	XP_038432983.1	Sox	N/A
Ptig	XP_042847878.1	Sox	N/A
Mang	XP_054363126.1	Sox	N/A
Amel	XP_019650885.1	Sox	N/A
Ggal	NP_989664.1	Sox	Sox-1
Mjav	XP_036880873.1	Sox	Sox-1
Amel	XP_034519706.1	Sox	Sox-1
Lcat	XP_045422689.1	Sox	Sox-1
Oana	XP_028904097.1	Sox	Sox-1
Opri	XP_058526612.1	Sox	Sox-1
Cdid	XP_037656244.1	Sox	Sox-1
Scar	XP_047410448.1	Sox	Sox-1
Mdom	XP_007501341.1	Sox	Sox-1
Equa	XP_046519750.1	Sox	Sox-1
Ttru	XP_019776483.2	Sox	Sox-1
Clup	XP_038425993.1	Sox	Sox-1
Cdro	XP_031322193.1	Sox	Sox-1
Shar	XP_031814590.1	Sox	Sox-1
Oafe	XP_007940578.1	Sox	Sox-1
Rfer	XP_032959657.1	Sox	Sox-1
Mmus	NP_033259.2	Sox	Sox-1
Dnov	XP_058132394.1	Sox	Sox-1
Bmus	XP_036687021.1	Sox	Sox-1
Pafr	XP_047612043.1	Sox	Sox-1
Drot	XP_045042640.2	Sox	Sox-1
Ptig	XP_042814197.1	Sox	Sox-1
Cimi	XP_017357713.1	Sox	Sox-1
Mang	XP_045723818.1	Sox	Sox-1
Casi	XP_006851579.1	Sox	Sox-1
Cpor	XP_005007254.3	Sox	Sox-1
Hsap	NP_005977.2	Sox	Sox-1
Hamp	XP_057563730.1	Sox	Sox-1
Pgig	XP_039721974.1	Sox	Sox-1
Bbub	XP_025118363.1	Sox	Sox-1
Emax	XP_049723386.1	Sox	Sox-1
Mdom	XP_001373727.1	Sox	N/A
Shar	XP_003762017.1	Sox	N/A
Hamp	XP_057557078.1	Sox	Sox-5
Equa	XP_046497249.1	Sox	Sox-5
Bbub	XP_045021534.1	Sox	Sox-5
Csim	XP_014646859.1	Sox	Sox-5
Cdro	XP_031299822.1	Sox	Sox-5
Tman	XP_023593782.1	Sox	Sox-5
Emax	XP_049741103.1	Sox	Sox-5
Oafe	XP_007944956.1	Sox	Sox-5
Pafr	XP_047643337.1	Sox	Sox-5
Casi	XP_006867010.1	Sox	Sox-5
Mdom	XP_001368820.2	Sox	Sox-2
Csim	XP_004424739.1	Sox	Sox-2
Emax	XP_049730807.1	Sox	Sox-2
Casi	XP_006869879.1	Sox	Sox-2
Ptig	XP_042855191.1	Sox	Sox-2
Ggal	NP_990519.3	Sox	Sox-2
Clup	XP_038439395.1	Sox	Sox-2
Equa	XP_046515240.1	Sox	Sox-2
Hamp	XP_057595873.1	Sox	Sox-2
Hsap	NP_003097.1	Sox	Sox-2
Shar	XP_031813587.1	Sox	Sox-2
Mang	XP_045719633.1	Sox	Sox-2
Scar	XP_047420710.1	Sox	Sox-2
Tman	XP_023592536.1	Sox	Sox-2
Bbub	XP_006056297.2	Sox	Sox-2
Rfer	XP_032989610.1	Sox	Sox-2
Lcat	XP_045395708.1	Sox	Sox-2
Opri	XP_058518203.1	Sox	Sox-2
Oana	XP_028928807.1	Sox	Sox-2
Bmus	XP_036705414.1	Sox	Sox-2
Mmus	NP_035573.3	Sox	Sox-2
Cdid	XP_037695755.1	Sox	Sox-2
Pgig	XP_039706608.1	Sox	Sox-2
Oafe	XP_007934094.1	Sox	Sox-2
Pafr	XP_047643165.1	Sox	Sox-2
Dnov	XP_004477690.1	Sox	Sox-2
Cimi	XP_017393930.1	Sox	Sox-2
Drot	XP_053774095.1	Sox	Sox-2
Amel	XP_034518206.1	Sox	Sox-2
Cdro	XP_010974669.2	Sox	Sox-2
Mjav	XP_017496634.2	Sox	Sox-2
Ttru	XP_004311832.3	Sox	Sox-2
Oana	XP_028931165.1	Sox	Sox-14
Mdom	XP_007493983.1	Sox	Sox-14
Scar	XP_047419052.1	Sox	Sox-14
Cdid	XP_037683894.1	Sox	Sox-14
Bmus	XP_036707689.1	Sox	Sox-14
Mjav	XP_017531607.1	Sox	Sox-14
Casi	XP_006846671.1	Sox	Sox-14
Pafr	XP_047610665.1	Sox	Sox-14
Hamp	XP_057595112.1	Sox	Sox-14
Amel	XP_002923375.1	Sox	Sox-14
Csim	XP_004419391.1	Sox	Sox-14
Cpor	XP_003476788.1	Sox	Sox-14
Hsap	NP_004180.1	Sox	Sox-14
Clup	XP_038426113.1	Sox	Sox-14
Bbub	XP_025147052.1	Sox	Sox-14
Rfer	XP_032988974.1	Sox	Sox-14
Equa	XP_046511648.1	Sox	Sox-14
Drot	XP_024422013.1	Sox	Sox-14
Lcat	XP_045395088.1	Sox	Sox-14
Opri	XP_004588396.1	Sox	Sox-14
Pgig	XP_039692761.1	Sox	Sox-14
Ptig	XP_042813213.1	Sox	Sox-14
Ttru	XP_019789673.1	Sox	Sox-14
Cimi	XP_017383705.1	Sox	Sox-14
Emax	XP_049726472.1	Sox	Sox-14
Mang	XP_045719678.1	Sox	Sox-14
Oafe	XP_007935393.1	Sox	Sox-14
Ggal	NP_990092.1	Sox	Sox-14
Tman	XP_004381489.1	Sox	Sox-14
Dnov	XP_004453833.1	Sox	Sox-14
Shar	XP_012400053.1	Sox	Sox-14
Mmus	NP_035570.1	Sox	Sox-14
Cdro	XP_010975059.1	Sox	Sox-14
Ggal	NP_001383603.1	Sox	Sox-21
Mang	XP_045726097.1	Sox	Sox-21
Rfer	XP_032959615.1	Sox	Sox-21
Bmus	XP_036687740.1	Sox	Sox-21
Dnov	XP_058132486.1	Sox	Sox-21
Equa	XP_046520974.1	Sox	Sox-21
Drot	XP_053772754.1	Sox	Sox-21
Opri	XP_058526666.1	Sox	Sox-21
Cdid	XP_037656473.1	Sox	Sox-21
Csim	XP_014637259.1	Sox	Sox-21
Shar	XP_031814415.1	Sox	Sox-21
Ttru	XP_033699347.1	Sox	Sox-21
Tman	XP_004371490.1	Sox	Sox-21
Mmus	NP_808421.1	Sox	Sox-21
Oana	XP_001512271.3	Sox	Sox-21
Clup	XP_038425312.1	Sox	Sox-21
Ptig	XP_042813926.1	Sox	Sox-21
Amel	XP_034519700.1	Sox	Sox-21
Casi	XP_006832065.1	Sox	Sox-21
Hamp	XP_057563720.1	Sox	Sox-21
Cdro	XP_031322066.1	Sox	Sox-21
Mang	XP_045726110.1	Sox	Sox-21
Pgig	XP_039693387.1	Sox	Sox-21
Mjav	XP_036880860.1	Sox	Sox-21
Scar	XP_047410577.1	Sox	Sox-21
Pafr	XP_047612344.1	Sox	Sox-21
Oafe	XP_007942198.1	Sox	Sox-21
Cimi	XP_017399045.1	Sox	Sox-21
Mdom	XP_007501455.1	Sox	Sox-21
Bbub	XP_025118466.2	Sox	Sox-21
Lcat	XP_045423694.1	Sox	Sox-21
Hsap	NP_009015.1	Sox	Sox-21
Emax	XP_049709053.1	Sox	Sox-21
Scar	XP_047405480.1	Sox	Sox-5
Opri	XP_058511892.1	Sox	Sox-5
Scar	XP_047405480.1	Sox	Sox-5
Mmus	XP_006506994.1	Sox	Sox-5
Bmus	XP_036693736.1	Sox	Sox-9
Hamp	XP_057573119.1	Sox	Sox-9
Ggal	NP_989612.1	Sox	Sox-9
Drot	XP_024429046.1	Sox	Sox-9
Tman	XP_004374235.1	Sox	Sox-9
Cimi	XP_017391090.1	Sox	Sox-9
Clup	NP_001002978.1	Sox	Sox-9
Dnov	XP_058140625.1	Sox	Sox-9
Opri	XP_004593006.1	Sox	Sox-9
Casi	XP_006872359.1	Sox	Sox-9
Cdro	XP_031304465.1	Sox	Sox-9
Mjav	XP_017519930.2	Sox	Sox-9
Csim	XP_004432762.1	Sox	Sox-9
Ptig	XP_042822833.1	Sox	Sox-9
Equa	XP_046530969.1	Sox	Sox-9
Emax	XP_049717106.1	Sox	Sox-9
Oana	XP_001506094.2	Sox	Sox-9
Rfer	XP_032945891.1	Sox	Sox-9
Ttru	XP_033703168.1	Sox	Sox-9
Amel	XP_019660087.2	Sox	Sox-9
Mang	XP_045743969.1	Sox	Sox-9
Pafr	XP_047614296.1	Sox	Sox-9
Scar	XP_047398689.1	Sox	Sox-9
Bbub	XP_025135172.2	Sox	Sox-9
Shar	XP_003768593.1	Sox	Sox-9
Hsap	NP_000337.1	Sox	Sox-9
Mmus	NP_035578.3	Sox	Sox-9
Oafe	XP_007957879.1	Sox	Sox-9
Cdid	XP_037664998.1	Sox	Sox-9
Lcat	XP_045425568.1	Sox	Sox-9
Pgig	XP_039715158.1	Sox	Sox-9
Ggal	XP_015139949.1	Sox	Sox-10
Mmus	NP_035567.1	Sox	Sox-10
Csim	XP_004437902.1	Sox	Sox-10
Hsap	NP_008872.1	Sox	Sox-10
Mjav	XP_036862891.1	Sox	Sox-10
Oafe	XP_007939944.1	Sox	Sox-10
Opri	XP_004589571.1	Sox	Sox-10
Scar	XP_047407584.1	Sox	Sox-10
Mang	XP_045728505.1	Sox	Sox-10
Cdro	XP_031319106.1	Sox	Sox-10
Shar	XP_031797111.1	Sox	Sox-10
Cimi	XP_017364446.1	Sox	Sox-10
Ttru	XP_033721970.1	Sox	Sox-10
Dnov	XP_004466267.1	Sox	Sox-10
Ptig	XP_042849176.1	Sox	Sox-10
Tman	XP_004373905.1	Sox	Sox-10
Cpor	XP_003470533.2	Sox	Sox-10
Hamp	XP_057599512.1	Sox	Sox-10
Oana	XP_028934366.1	Sox	Sox-10
Amel	XP_034500270.1	Sox	Sox-10
Casi	XP_006865257.1	Sox	Sox-10
Bbub	XP_006071428.1	Sox	Sox-10
Cdid	XP_037702433.1	Sox	Sox-10
Lcat	XP_045408856.1	Sox	Sox-10
Equa	XP_046502255.1	Sox	Sox-10
Pgig	XP_039733644.1	Sox	Sox-10
Clup	XP_038406550.1	Sox	Sox-10
Rfer	XP_032973012.1	Sox	Sox-10
Emax	XP_049740365.1	Sox	Sox-10
Drot	XP_024434928.2	Sox	Sox-10
Pafr	XP_047642247.1	Sox	Sox-10
Mdom	XP_001381534.3	Sox	Sox-10
Bmus	XP_036720803.1	Sox	Sox-10
Hsap	XP_011519134.2	Sox	Sox-5
Lcat	XP_045410158.1	Sox	Sox-5
Oana	XP_028925314.1	Sox	Sox-13
Pafr	XP_047607942.1	Sox	Sox-13
Shar	XP_003767655.1	Sox	Sox-13
Ggal	XP_015154614.2	Sox	Sox-13
Mdom	XP_056671743.1	Sox	Sox-13
Ttru	XP_033708141.1	Sox	Sox-13
Cpor	XP_013013443.1	Sox	Sox-13
Bmus	XP_036684089.1	Sox	Sox-13
Mang	XP_054363913.1	Sox	Sox-13
Tman	XP_023586088.1	Sox	Sox-13
Hamp	XP_057585117.1	Sox	Sox-13
Cdro	XP_031294667.1	Sox	Sox-13
Drot	XP_024430737.2	Sox	Sox-13
Dnov	XP_058130986.1	Sox	Sox-13
Mjav	XP_017506787.2	Sox	Sox-13
Amel	XP_034522993.1	Sox	Sox-13
Mmus	XP_011246247.1	Sox	Sox-13
Scar	XP_047376454.1	Sox	Sox-13
Ptig	XP_007086583.2	Sox	Sox-13
Clup	XP_038441905.1	Sox	Sox-13
Oafe	XP_007954219.1	Sox	Sox-13
Opri	XP_058525035.1	Sox	Sox-13
Emax	XP_049714298.1	Sox	Sox-13
Equa	XP_046537707.1	Sox	Sox-13
Casi	XP_006834281.1	Sox	Sox-13
