Dataset	Group_of_genes	GO.ID	Term	Annotated	Significant	Expected	classicFisher
Bivalvia	Group_1	GO:0032488	Cdc42_protein_signal_transduction	2	2	0.07	0.00125
Bivalvia	Group_1	GO:0022600	digestive_system_process	2	2	0.07	0.00125
Bivalvia	Group_1	GO:0032232	negative_regulation_of_actin_filament_bundle_assembly	2	2	0.07	0.00125
Bivalvia	Group_1	GO:0033617	mitochondrial_cytochrome_c_oxidase_assembly	3	2	0.11	0.00366
Bivalvia	Group_1	GO:0045910	negative_regulation_of_DNA_recombination	3	2	0.11	0.00366
Bivalvia	Group_1	GO:2000179	positive_regulation_of_neural_precursor_cell_proliferation	3	2	0.11	0.00366
Bivalvia	Group_1	GO:0061383	trabecula_morphogenesis	3	2	0.11	0.00366
Bivalvia	Group_1	GO:0051701	biological_process_involved_in_interaction_with_host	3	2	0.11	0.00366
Bivalvia	Group_1	GO:0010833	telomere_maintenance_via_telomere_lengthening	3	2	0.11	0.00366
Bivalvia	Group_1	GO:0007095	mitotic_G2_DNA_damage_checkpoint_signaling	3	2	0.11	0.00366
Bivalvia	Group_1	GO:0000959	mitochondrial_RNA_metabolic_process	3	2	0.11	0.00366
Bivalvia	Group_1	GO:0002064	epithelial_cell_development	3	2	0.11	0.00366
Bivalvia	Group_1	GO:0010001	glial_cell_differentiation	4	2	0.14	0.00714
Bivalvia	Group_1	GO:0046620	regulation_of_organ_growth	4	2	0.14	0.00714
Bivalvia	Group_1	GO:0003190	atrioventricular_valve_formation	4	2	0.14	0.00714
Bivalvia	Group_1	GO:0098781	ncRNA_transcription	4	2	0.14	0.00714
Bivalvia	Group_1	GO:0030514	negative_regulation_of_BMP_signaling_pathway	4	2	0.14	0.00714
Bivalvia	Group_1	GO:0035023	regulation_of_Rho_protein_signal_transduction	4	2	0.14	0.00714
Bivalvia	Group_1	GO:0007416	synapse_assembly	4	2	0.14	0.00714
Bivalvia	Group_1	GO:0001947	heart_looping	5	2	0.18	0.01163
Bivalvia	Group_1	GO:0042026	protein_refolding	5	2	0.18	0.01163
Bivalvia	Group_1	GO:0003143	embryonic_heart_tube_morphogenesis	5	2	0.18	0.01163
Bivalvia	Group_1	GO:0061371	determination_of_heart_left/right_asymmetry	5	2	0.18	0.01163
Bivalvia	Group_1	GO:0035050	embryonic_heart_tube_development	5	2	0.18	0.01163
Bivalvia	Group_1	GO:0007162	negative_regulation_of_cell_adhesion	5	2	0.18	0.01163
Bivalvia	Group_1	GO:0007129	homologous_chromosome_pairing_at_meiosis	5	2	0.18	0.01163
Bivalvia	Group_1	GO:0006360	transcription_by_RNA_polymerase_I	6	2	0.21	0.01704
Bivalvia	Group_1	GO:0001889	liver_development	6	2	0.21	0.01704
Bivalvia	Group_1	GO:0045143	homologous_chromosome_segregation	6	2	0.21	0.01704
Bivalvia	Group_1	GO:0061008	hepaticobiliary_system_development	7	2	0.25	0.02330
Bivalvia	Group_1	GO:0010212	response_to_ionizing_radiation	7	2	0.25	0.02330
Bivalvia	Group_1	GO:0030490	maturation_of_SSU-rRNA	7	2	0.25	0.02330
Bivalvia	Group_1	GO:0061448	connective_tissue_development	7	2	0.25	0.02330
Bivalvia	Group_1	GO:0048732	gland_development	8	2	0.28	0.03036
Bivalvia	Group_1	GO:0001822	kidney_development	8	2	0.28	0.03036
Bivalvia	Group_1	GO:0045596	negative_regulation_of_cell_differentiation	8	2	0.28	0.03036
Bivalvia	Group_1	GO:0000271	polysaccharide_biosynthetic_process	8	2	0.28	0.03036
Bivalvia	Group_1	GO:0001503	ossification	8	2	0.28	0.03036
Bivalvia	Group_1	GO:0045132	meiotic_chromosome_segregation	8	2	0.28	0.03036
Bivalvia	Group_1	GO:0016073	snRNA_metabolic_process	9	2	0.32	0.03813
Bivalvia	Group_1	GO:0072001	renal_system_development	9	2	0.32	0.03813
Bivalvia	Group_1	GO:0060562	epithelial_tube_morphogenesis	9	2	0.32	0.03813
Bivalvia	Group_1	GO:0048562	embryonic_organ_morphogenesis	9	2	0.32	0.03813
Bivalvia	Group_1	GO:0042326	negative_regulation_of_phosphorylation	10	2	0.35	0.04657
Bivalvia	Group_1	GO:0001934	positive_regulation_of_protein_phosphorylation	10	2	0.35	0.04657
Bivalvia	Group_1	GO:0022604	regulation_of_cell_morphogenesis	10	2	0.35	0.04657
Bivalvia	Group_1	GO:0034314	Arp2/3_complex-mediated_actin_nucleation	10	2	0.35	0.04657
Bivalvia	Group_1	GO:0010669	epithelial_structure_maintenance	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0046621	negative_regulation_of_organ_growth	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0097222	mitochondrial_mRNA_polyadenylation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0061668	mitochondrial_ribosome_assembly	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0048799	animal_organ_maturation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0044406	adhesion_of_symbiont_to_host	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0043247	telomere_maintenance_in_response_to_DNA_damage	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0061009	common_bile_duct_development	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0006356	regulation_of_transcription_by_RNA_polymerase_I	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1900044	regulation_of_protein_K63-linked_ubiquitination	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1902285	semaphorin-plexin_signaling_pathway_involved_in_neuron_projection_guidance	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1900045	negative_regulation_of_protein_K63-linked_ubiquitination	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1902287	semaphorin-plexin_signaling_pathway_involved_in_axon_guidance	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0050772	positive_regulation_of_axonogenesis	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0070977	bone_maturation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0031120	snRNA_pseudouridine_synthesis	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0031126	sno(s)RNA_3'-end_processing	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0044650	adhesion_of_symbiont_to_host_cell	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0090646	mitochondrial_tRNA_processing	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0016074	sno(s)RNA_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0032978	protein_insertion_into_membrane_from_inner_side	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0032979	protein_insertion_into_mitochondrial_inner_membrane_from_matrix	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1904862	inhibitory_synapse_assembly	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0072695	regulation_of_DNA_recombination_at_telomere	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0002230	positive_regulation_of_defense_response_to_virus_by_host	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0008653	lipopolysaccharide_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0045943	positive_regulation_of_transcription_by_RNA_polymerase_I	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0052572	response_to_host_immune_response	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0051274	beta-glucan_biosynthetic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0051278	fungal-type_cell_wall_polysaccharide_biosynthetic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1900220	semaphorin-plexin_signaling_pathway_involved_in_bone_trabecula_morphogenesis	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0008625	extrinsic_apoptotic_signaling_pathway_via_death_domain_receptors	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0009301	snRNA_transcription	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0015743	malate_transport	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0032065	maintenance_of_protein_location_in_cell_cortex	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0032196	transposition	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0032197	retrotransposition	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0042149	cellular_response_to_glucose_starvation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0052173	response_to_defenses_of_other_organism	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0006074	(1->3)-beta-D-glucan_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0006075	(1->3)-beta-D-glucan_biosynthetic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0075136	response_to_host	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0099054	presynapse_assembly	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0035418	protein_localization_to_synapse	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0043931	ossification_involved_in_bone_maturation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0071966	fungal-type_cell_wall_polysaccharide_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0099172	presynapse_organization	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0033979	box_H/ACA_sno(s)RNA_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1902914	regulation_of_protein_polyubiquitination	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1902915	negative_regulation_of_protein_polyubiquitination	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0071947	protein_deubiquitination_involved_in_ubiquitin-dependent_protein_catabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0050691	regulation_of_defense_response_to_virus_by_host	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0046493	lipid_A_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0017001	antibiotic_catabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0071423	malate_transmembrane_transport	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1901269	lipooligosaccharide_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0070212	protein_poly-ADP-ribosylation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0070213	protein_auto-ADP-ribosylation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1902414	protein_localization_to_cell_junction	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0001100	negative_regulation_of_exit_from_mitosis	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0048144	fibroblast_proliferation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0048145	regulation_of_fibroblast_proliferation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0048147	negative_regulation_of_fibroblast_proliferation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1901271	lipooligosaccharide_biosynthetic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0035622	intrahepatic_bile_duct_development	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0030653	beta-lactam_antibiotic_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0030655	beta-lactam_antibiotic_catabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0052200	response_to_host_defenses	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1990481	mRNA_pseudouridine_synthesis	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0009103	lipopolysaccharide_biosynthetic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0048634	regulation_of_muscle_organ_development	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0010526	retrotransposon_silencing	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0046402	O_antigen_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0042783	evasion_of_host_immune_response	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0043144	sno(s)RNA_processing	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0031848	protection_from_non-homologous_end_joining_at_telomere	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0061430	bone_trabecula_morphogenesis	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0020033	antigenic_variation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0000963	mitochondrial_RNA_processing	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0007168	receptor_guanylyl_cyclase_signaling_pathway	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0043628	regulatory_ncRNA_3'-end_processing	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0016999	antibiotic_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0072340	lactam_catabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:1902041	regulation_of_extrinsic_apoptotic_signaling_pathway_via_death_domain_receptors	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0009272	fungal-type_cell_wall_biogenesis	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0072338	lactam_metabolic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0035279	miRNA-mediated_gene_silencing_by_mRNA_destabilization	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0034964	box_H/ACA_sno(s)RNA_processing	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0000495	box_H/ACA_sno(s)RNA_3'-end_processing	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0007140	male_meiotic_nuclear_division	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0003382	epithelial_cell_morphogenesis	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0009243	O_antigen_biosynthetic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0009245	lipid_A_biosynthetic_process	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0033687	osteoblast_proliferation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0033688	regulation_of_osteoblast_proliferation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0033689	negative_regulation_of_osteoblast_proliferation	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0030277	maintenance_of_gastrointestinal_epithelium	1	1	0.04	0.03541
Bivalvia	Group_1	GO:0048239	negative_regulation_of_DNA_recombination_at_telomere	1	1	0.04	0.03541
Drosophila	Group_1	GO:0051276	chromosome_organization	331	18	11.07	0.02925
Drosophila	Group_1	GO:0045132	meiotic_chromosome_segregation	64	7	2.14	0.00533
Drosophila	Group_1	GO:0007131	reciprocal_meiotic_recombination	37	6	1.24	0.00130
Drosophila	Group_1	GO:0031146	SCF-dependent_proteasomal_ubiquitin-dependent_protein_catabolic_process	57	5	1.91	0.04125
Drosophila	Group_1	GO:0007141	male_meiosis_I	13	4	0.43	0.00069
Drosophila	Group_1	GO:1902275	regulation_of_chromatin_organization	35	4	1.17	0.02847
Drosophila	Group_1	GO:0042078	germ-line_stem_cell_division	36	4	1.2	0.03121
Drosophila	Group_1	GO:0010526	retrotransposon_silencing	8	3	0.27	0.00183
Drosophila	Group_1	GO:0071218	cellular_response_to_misfolded_protein	12	3	0.4	0.00652
Drosophila	Group_1	GO:0034508	centromere_complex_assembly	19	3	0.64	0.02415
Drosophila	Group_1	GO:0007080	mitotic_metaphase_chromosome_alignment	23	3	0.77	0.04004
Drosophila	Group_1	GO:0007020	microtubule_nucleation	23	3	0.77	0.04004
Drosophila	Group_1	GO:0031445	regulation_of_heterochromatin_formation	25	3	0.84	0.04953
Drosophila	Group_1	GO:0120261	regulation_of_heterochromatin_organization	25	3	0.84	0.04953
Drosophila	Group_1	GO:0048136	male_germ-line_cyst_formation	2	2	0.07	0.00112
Drosophila	Group_1	GO:0061964	negative_regulation_of_entry_into_reproductive_diapause	5	2	0.17	0.01043
Drosophila	Group_1	GO:0051382	kinetochore_assembly	5	2	0.17	0.01043
Drosophila	Group_1	GO:0055116	entry_into_reproductive_diapause	6	2	0.2	0.01531
Drosophila	Group_1	GO:0071712	ER-associated_misfolded_protein_catabolic_process	6	2	0.2	0.01531
Drosophila	Group_1	GO:0061963	regulation_of_entry_into_reproductive_diapause	6	2	0.2	0.01531
Drosophila	Group_1	GO:0043984	histone_H4-K16_acetylation	6	2	0.2	0.01531
Drosophila	Group_1	GO:0055115	entry_into_diapause	7	2	0.23	0.02096
Drosophila	Group_1	GO:1990834	response_to_odorant	7	2	0.23	0.02096
Drosophila	Group_1	GO:0042795	snRNA_transcription_by_RNA_polymerase_II	8	2	0.27	0.02733
Drosophila	Group_1	GO:0022611	dormancy_process	8	2	0.27	0.02733
Drosophila	Group_1	GO:0009301	snRNA_transcription	8	2	0.27	0.02733
Drosophila	Group_1	GO:0071786	endoplasmic_reticulum_tubular_network_organization	9	2	0.3	0.03438
Drosophila	Group_1	GO:0030007	intracellular_potassium_ion_homeostasis	9	2	0.3	0.03438
Drosophila	Group_1	GO:0051383	kinetochore_organization	9	2	0.3	0.03438
Drosophila	Group_1	GO:0040020	regulation_of_meiotic_nuclear_division	9	2	0.3	0.03438
Drosophila	Group_1	GO:0043967	histone_H4_acetylation	9	2	0.3	0.03438
Drosophila	Group_1	GO:0036376	sodium_ion_export_across_plasma_membrane	9	2	0.3	0.03438
Drosophila	Group_1	GO:0006883	intracellular_sodium_ion_homeostasis	9	2	0.3	0.03438
Drosophila	Group_1	GO:0001015	snoRNA_transcription_by_RNA_polymerase_II	1	1	0.03	0.03345
Drosophila	Group_1	GO:0010778	meiotic_DNA_repair_synthesis_involved_in_reciprocal_meiotic_recombination	1	1	0.03	0.03345
Drosophila	Group_1	GO:0009302	sno(s)RNA_transcription	1	1	0.03	0.03345
Drosophila	Group_1	GO:0051308	male_meiosis_chromosome_separation	1	1	0.03	0.03345
Drosophila	Group_1	GO:0051415	microtubule_nucleation_by_interphase_microtubule_organizing_center	1	1	0.03	0.03345
Mammalia	Group_1	GO:0006955	immune_response	1297	120	38.75	0.00270
Mammalia	Group_1	GO:0045087	innate_immune_response	647	69	19.33	1.6e-06
Mammalia	Group_1	GO:0050778	positive_regulation_of_immune_response	419	47	12.52	0.00677
Mammalia	Group_1	GO:0002250	adaptive_immune_response	342	39	10.22	1.4e-05
Mammalia	Group_1	GO:0002694	regulation_of_leukocyte_activation	456	39	13.62	0.00521
Mammalia	Group_1	GO:0001819	positive_regulation_of_cytokine_production	402	37	12.01	0.00251
Mammalia	Group_1	GO:0019221	cytokine-mediated_signaling_pathway	382	35	11.41	2.6e-05
Mammalia	Group_1	GO:0042742	defense_response_to_bacterium	233	32	6.96	0.00036
Mammalia	Group_1	GO:0042110	T_cell_activation	432	31	12.91	0.01328
Mammalia	Group_1	GO:0002697	regulation_of_immune_effector_process	308	31	9.2	0.01876
Mammalia	Group_1	GO:0051607	defense_response_to_virus	257	28	7.68	4.9e-06
Mammalia	Group_1	GO:0002274	myeloid_leukocyte_activation	195	26	5.83	0.02936
Mammalia	Group_1	GO:0002703	regulation_of_leukocyte_mediated_immunity	186	25	5.56	0.01358
Mammalia	Group_1	GO:0070661	leukocyte_proliferation	273	24	8.16	0.02709
Mammalia	Group_1	GO:0031349	positive_regulation_of_defense_response	240	23	7.17	0.00568
Mammalia	Group_1	GO:1903131	mononuclear_cell_differentiation	392	23	11.71	0.04822
Mammalia	Group_1	GO:0050727	regulation_of_inflammatory_response	300	21	8.96	0.00247
Mammalia	Group_1	GO:0006959	humoral_immune_response	177	21	5.29	0.04903
Mammalia	Group_1	GO:0002768	immune_response-regulating_cell_surface_receptor_signaling_pathway	177	20	5.29	0.00180
Mammalia	Group_1	GO:0001906	cell_killing	153	20	4.57	0.04491
Mammalia	Group_1	GO:0002699	positive_regulation_of_immune_effector_process	208	20	6.21	0.04774
Mammalia	Group_1	GO:0030217	T_cell_differentiation	255	18	7.62	0.04410
Mammalia	Group_1	GO:0045089	positive_regulation_of_innate_immune_response	113	16	3.38	0.01390
Mammalia	Group_1	GO:0071222	cellular_response_to_lipopolysaccharide	164	15	4.9	0.00012
Mammalia	Group_1	GO:1903555	regulation_of_tumor_necrosis_factor_superfamily_cytokine_production	137	15	4.09	0.00448
Mammalia	Group_1	GO:0010466	negative_regulation_of_peptidase_activity	163	14	4.87	0.00039
Mammalia	Group_1	GO:0002429	immune_response-activating_cell_surface_receptor_signaling_pathway	164	14	4.9	0.00518
Mammalia	Group_1	GO:0032680	regulation_of_tumor_necrosis_factor_production	133	14	3.97	0.01423
Mammalia	Group_1	GO:0032640	tumor_necrosis_factor_production	133	14	3.97	0.01423
Mammalia	Group_1	GO:0002705	positive_regulation_of_leukocyte_mediated_immunity	113	14	3.38	0.03945
Mammalia	Group_1	GO:0050829	defense_response_to_Gram-negative_bacterium	66	13	1.97	6.1e-08
Mammalia	Group_1	GO:0002444	myeloid_leukocyte_mediated_immunity	90	13	2.69	8.0e-05
Mammalia	Group_1	GO:0051091	positive_regulation_of_DNA-binding_transcription_factor_activity	227	13	6.78	0.01910
Mammalia	Group_1	GO:0002456	T_cell_mediated_immunity	82	13	2.45	0.03948
Mammalia	Group_1	GO:0031341	regulation_of_cell_killing	71	12	2.12	0.00420
Mammalia	Group_1	GO:0002695	negative_regulation_of_leukocyte_activation	148	12	4.42	0.01775
Mammalia	Group_1	GO:0002286	T_cell_activation_involved_in_immune_response	94	12	2.81	0.01940
Mammalia	Group_1	GO:0050866	negative_regulation_of_cell_activation	165	12	4.93	0.03509
Mammalia	Group_1	GO:0001818	negative_regulation_of_cytokine_production	225	12	6.72	0.03811
Mammalia	Group_1	GO:0050830	defense_response_to_Gram-positive_bacterium	87	11	2.6	5.4e-05
Mammalia	Group_1	GO:0002275	myeloid_cell_activation_involved_in_immune_response	83	11	2.48	0.00097
Mammalia	Group_1	GO:0050909	sensory_perception_of_taste	52	11	1.55	0.02888
Mammalia	Group_1	GO:0042102	positive_regulation_of_T_cell_proliferation	85	10	2.54	0.00022
Mammalia	Group_1	GO:0043299	leukocyte_degranulation	62	10	1.85	0.00050
Mammalia	Group_1	GO:0030101	natural_killer_cell_activation	66	10	1.97	0.00092
Mammalia	Group_1	GO:0097696	cell_surface_receptor_signaling_pathway_via_STAT	139	10	4.15	0.00889
Mammalia	Group_1	GO:0016064	immunoglobulin_mediated_immune_response	107	10	3.2	0.03212
Mammalia	Group_1	GO:0019724	B_cell_mediated_immunity	108	10	3.23	0.03362
Mammalia	Group_1	GO:0032760	positive_regulation_of_tumor_necrosis_factor_production	84	9	2.51	0.00089
Mammalia	Group_1	GO:0006956	complement_activation	47	9	1.4	0.00998
Mammalia	Group_1	GO:0050729	positive_regulation_of_inflammatory_response	122	9	3.64	0.01092
Mammalia	Group_1	GO:0051250	negative_regulation_of_lymphocyte_activation	124	9	3.7	0.01206
Mammalia	Group_1	GO:0050832	defense_response_to_fungus	48	9	1.43	0.01262
Mammalia	Group_1	GO:0002823	negative_regulation_of_adaptive_immune_response_based_on_somatic_recombination_of_immune_receptors_built_from_immunoglobulin_superfamily_domains	39	9	1.17	0.01741
Mammalia	Group_1	GO:0007259	cell_surface_receptor_signaling_pathway_via_JAK-STAT	134	9	4	0.01917
Mammalia	Group_1	GO:0051092	positive_regulation_of_NF-kappaB_transcription_factor_activity	136	9	4.06	0.02090
Mammalia	Group_1	GO:0002820	negative_regulation_of_adaptive_immune_response	42	9	1.25	0.02592
Mammalia	Group_1	GO:0042100	B_cell_proliferation	76	9	2.27	0.02608
Mammalia	Group_1	GO:0009620	response_to_fungus	58	9	1.73	0.03229
Mammalia	Group_1	GO:0035036	sperm-egg_recognition	46	9	1.37	0.03998
Mammalia	Group_1	GO:0071887	leukocyte_apoptotic_process	98	9	2.93	0.04681
Mammalia	Group_1	GO:0007342	fusion_of_sperm_to_egg_plasma_membrane_involved_in_single_fertilization	25	8	0.75	4.1e-07
Mammalia	Group_1	GO:0001580	detection_of_chemical_stimulus_involved_in_sensory_perception_of_bitter_taste	29	8	0.87	1.5e-06
Mammalia	Group_1	GO:0002218	activation_of_innate_immune_response	45	8	1.34	4.9e-05
Mammalia	Group_1	GO:0032649	regulation_of_type_II_interferon_production	88	8	2.63	0.00475
Mammalia	Group_1	GO:0045576	mast_cell_activation	54	8	1.61	0.00632
Mammalia	Group_1	GO:0071346	cellular_response_to_type_II_interferon	98	8	2.93	0.00900
Mammalia	Group_1	GO:0001959	regulation_of_cytokine-mediated_signaling_pathway	114	8	3.41	0.02094
Mammalia	Group_1	GO:0030317	flagellated_sperm_motility	119	8	3.55	0.02628
Mammalia	Group_1	GO:0097722	sperm_motility	119	8	3.55	0.02628
Mammalia	Group_1	GO:0008584	male_gonad_development	120	8	3.58	0.02746
Mammalia	Group_1	GO:0046546	development_of_primary_male_sexual_characteristics	121	8	3.61	0.02867
Mammalia	Group_1	GO:0060759	regulation_of_response_to_cytokine_stimulus	124	8	3.7	0.03251
Mammalia	Group_1	GO:0060294	cilium_movement_involved_in_cell_motility	128	8	3.82	0.03817
Mammalia	Group_1	GO:0007339	binding_of_sperm_to_zona_pellucida	35	7	1.05	6.6e-05
Mammalia	Group_1	GO:0019731	antibacterial_humoral_response	40	7	1.19	0.00016
Mammalia	Group_1	GO:0032757	positive_regulation_of_interleukin-8_production	54	7	1.61	0.00107
Mammalia	Group_1	GO:0032722	positive_regulation_of_chemokine_production	60	7	1.79	0.00199
Mammalia	Group_1	GO:0002251	organ_or_tissue_specific_immune_response	22	7	0.66	0.00357
Mammalia	Group_1	GO:0098586	cellular_response_to_virus	78	7	2.33	0.00864
Mammalia	Group_1	GO:0030593	neutrophil_chemotaxis	80	7	2.39	0.00988
Mammalia	Group_1	GO:0043303	mast_cell_degranulation	43	7	1.28	0.01012
Mammalia	Group_1	GO:0002279	mast_cell_activation_involved_in_immune_response	44	7	1.31	0.01141
Mammalia	Group_1	GO:1904892	regulation_of_receptor_signaling_pathway_via_STAT	83	7	2.48	0.01197
Mammalia	Group_1	GO:0002886	regulation_of_myeloid_leukocyte_mediated_immunity	45	7	1.34	0.01280
Mammalia	Group_1	GO:0002448	mast_cell_mediated_immunity	46	7	1.37	0.01430
Mammalia	Group_1	GO:0050691	regulation_of_defense_response_to_virus_by_host	37	7	1.11	0.03360
Mammalia	Group_1	GO:0035303	regulation_of_dephosphorylation	103	7	3.08	0.03462
Mammalia	Group_1	GO:0002825	regulation_of_T-helper_1_type_immune_response	29	6	0.87	0.00018
Mammalia	Group_1	GO:0042119	neutrophil_activation	32	6	0.96	0.00032
Mammalia	Group_1	GO:0045071	negative_regulation_of_viral_genome_replication	39	6	1.17	0.00097
Mammalia	Group_1	GO:0002711	positive_regulation_of_T_cell_mediated_immunity	44	6	1.31	0.00185
Mammalia	Group_1	GO:0002639	positive_regulation_of_immunoglobulin_production	44	6	1.31	0.00185
Mammalia	Group_1	GO:0042267	natural_killer_cell_mediated_cytotoxicity	44	6	1.31	0.00185
Mammalia	Group_1	GO:0032731	positive_regulation_of_interleukin-1_beta_production	46	6	1.37	0.00234
Mammalia	Group_1	GO:0060337	type_I_interferon-mediated_signaling_pathway	52	6	1.55	0.00438
Mammalia	Group_1	GO:0030888	regulation_of_B_cell_proliferation	54	6	1.61	0.00528
Mammalia	Group_1	GO:0051293	establishment_of_spindle_localization	54	6	1.61	0.00528
Mammalia	Group_1	GO:0032729	positive_regulation_of_type_II_interferon_production	62	6	1.85	0.01030
Mammalia	Group_1	GO:0010921	regulation_of_phosphatase_activity	65	6	1.94	0.01285
Mammalia	Group_1	GO:0002720	positive_regulation_of_cytokine_production_involved_in_immune_response	66	6	1.97	0.01379
Mammalia	Group_1	GO:0002385	mucosal_immune_response	19	6	0.57	0.02179
Mammalia	Group_1	GO:2000106	regulation_of_leukocyte_apoptotic_process	75	6	2.24	0.02449
Mammalia	Group_1	GO:0046425	regulation_of_receptor_signaling_pathway_via_JAK-STAT	78	6	2.33	0.02902
Mammalia	Group_1	GO:0032755	positive_regulation_of_interleukin-6_production	83	6	2.48	0.03773
Mammalia	Group_1	GO:0061760	antifungal_innate_immune_response	17	5	0.51	0.00011
